OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions
A5020935545,,Hua-Shiuan A. Hsieh,"['Hsieh, Hua-Shiuan (Amy)', 'Hua-Shiuan A. Hsieh', 'Hua-Shiuan Hsieh']",4,1,1,1
A5109137694,,Ronald Swanstrom,"['R Swanstrom', 'R. Swanstrom', 'R.I Swanstrom', 'Ronald Swanstrom', 'Swanstrom, R.', 'Swanstrom, Ronald']",89,4247,33,16
A5038132132,https://orcid.org/0000-0001-9989-4515,David Pimm,"['DAVID PIMM', 'David Pimm', 'Pimm, David']",87,1882,16,9
A5092149163,,Sepideh Sarajian Maralan,"['Maralan, Sepideh Sarajian', 'Sepideh Sarajian Maralan']",2,3,1,1
A5093348564,,Casandra Pacholski,['Casandra Pacholski'],4,1,1,1
A5100674540,https://orcid.org/0000-0001-8252-2758,Mingxin Li,"['Li Mingxin', 'Li, Ming-Xin', 'Li, Mingxin', 'MINGXIN LI', 'Ming-Xin Li', 'Ming-xin LI', 'Ming-xin Li', 'Mingxin Li', 'Qin Li']",173,2526,27,67
A5065312527,https://orcid.org/0000-0001-6143-7888,Mahmoud Alashi,"['Mahmoud Al Ashi', 'Mahmoud Alashi']",10,75,4,2
A5033033173,https://orcid.org/0000-0001-8202-4070,Gillian Judson,"['Gillian C. Judson', 'Gillian Judson', 'JUDSON, Gillian', 'Judson Gillian', 'Judson, Gillian']",47,260,9,2
A5011548241,,Svetlana Borkovkina,['Svetlana Borkovkina'],3,56,1,1
A5005226126,,Snežana Mitrović-Minić,"['Mitrovic-Minic, Snezana', 'S Mitrovic-Minic', 'Snezana Mitrovic-Minic', 'Snežana Mitrović-Minić']",18,805,10,2
A5064605550,https://orcid.org/0009-0006-4845-3270,Jiaxing Li,"['J LI', 'Jiaxing Li', 'Jinhan Li', 'Li, Jiaxing', 'Li, Jinhan']",8,3,1,6
A5036963277,,Sophia Shalchy-Tabrizi,['Sophia Shalchy-Tabrizi'],3,2,1,1
A5040783091,,S. R. Dunsiger,"['Dunsiger, S. R.', 'S. R. Dunsiger', 'S.\u2009R. Dunsiger']",10,51,3,2
A5110100857,,Martin Petric,"['Lindsay Nicolle', 'MARTIN PETRIC', 'Martin Petric', 'Petric, Martin', 'Petric, Martin Peter']",153,12987,57,37
A5006012390,https://orcid.org/0000-0003-3910-7131,Azadeh Goudarzi,"['A Goudarzi', 'A. Goudarzi', 'Azadeh Goudarzi', 'Goudarzi, Azadeh']",30,341,9,10
A5076569842,https://orcid.org/0000-0002-1226-7242,Katie Jordanna Danielson,"['K DANIELSON', 'K Danielson', 'K. DANIELSON', 'Katie J Danielson', 'Katie Jordanna Danielson', 'Katie\xa0J. Danielson']",5,133,3,4
A5088713996,https://orcid.org/0000-0002-4075-3328,K. Whitmore,"['K. Whitmore', 'K.A. Whitmore', 'Whitmore, K.', 'Whitmore, Kenneth Aaron']",70,677,15,14
A5000622487,https://orcid.org/0000-0002-5489-6880,Peter M. Atkinson,"['Atkinson, P.', 'Atkinson, P.M.', 'Atkinson, Peter', 'Atkinson, Peter M', 'Atkinson, Peter M.', 'Atkinson, Peter Michael', 'M. Peter Atkinson', 'P Atkinson', 'P M Atkinson', 'P. Atkinson', 'P. M. ATKINSON', 'P. M. Atkinson', 'P.M Atkinson', 'P.M. ATKINSON', 'P.M. Atkinson', 'PETER ATKINSON', 'PETER M ATKINSON', 'PETER M. ATKINSON', 'Peter Atkinson', 'Peter M Atkinson', 'Peter M. Atkinson', 'Peter Michael Atkinson', 'Peter.M. Atkinson', 'Qiang Shen', 'Yong Ge']",762,31446,87,33
A5001171032,,Masahiro Minami,"['M. MINAMI', 'Masahiro MINAMI', 'Masahiro Minami', 'Minami, Masahiro']",8,14,2,2
A5012829117,,Sifat Tasnim,"['Sifat Tasnim', 'Tasnim, Sifat']",3,9,1,2
A5112404203,,Gavin Xu,"['Gavin Xu', 'Xu, Gavin']",7,89,2,5
A5042583736,https://orcid.org/0000-0002-7952-8320,Richard H. Glazier,"['Glazier R', 'Glazier, R.H.', 'Glazier, Richard', 'Nizar N Mahomed', 'R Glazier', 'R H Glazier', 'R. Glazier', 'R. H. Glazier', 'R.H. Glazier', 'RH Glazier', 'RICHARD GLAZIER', 'RICHARD H. GLAZIER', 'Richard  H. Glazier', 'Richard Glazier', 'Richard H Glazier', 'Richard H. Glazier', 'Richard Henry Glazier']",455,20317,75,90
A5100366890,https://orcid.org/0000-0003-3893-715X,Shuo Chen,"['Chen Shuo', 'Chen, Shuo', 'Keren Chen', 'Mingwei Ma', 'Qiao Lin', 'S Chen', 'S. Chen', 'SHUO CHEN', 'Shuo Chen', 'Shuo Chen -', 'Shuo Chen .', 'Zejun Yan', '陈 硕 CHEN Shuo', '陈硕 CHEN Shuo', '陈硕 Chen Shuo']",325,5758,41,141
A5073853678,https://orcid.org/0000-0001-7906-6157,Brent McFerran,"['Brent McFerran', 'Brent McFerran (13083924)', 'Brent Mcferran', 'McFerran, Brent', 'McFerran, Brent John']",84,2935,22,6
A5111594503,,Christopher G. Gill,"['Christopher G Gill', 'Christopher G. Gill', 'Gill, Christopher George']",9,221,6,4
A5031568643,,Wen Ting Maria Tu,"['Tu, Wen Ting Maria', 'Wen Ting Maria Tu']",2,0,0,1
A5017709461,https://orcid.org/0000-0003-0430-9489,Mirette Fawzy,['Mirette Fawzy'],19,442,11,2
A5027749174,,Natalie Williams,"['N. C. Williams', 'Natalie C Williams', 'Natalie C. Williams', 'Natalie Williams']",24,734,11,14
A5035429068,https://orcid.org/0000-0001-5296-9700,Jonathan Jedwab,"['J. Jedwab', 'Jedwab, Jonathan', 'Jonathan Jedwab']",124,2645,22,7
A5108922685,,Valentin Jamouille,['Valentin Jamouille'],1,3,1,3
A5068487618,https://orcid.org/0000-0003-3356-071X,Ryan M. Clarke,"['Clarke, Ryan M.', 'Ryan M. Clarke']",62,1011,15,6
A5039572860,https://orcid.org/0000-0003-0514-5631,Tamir Moustafa,"['T. Moustafa', 'Tamir Moustafa']",72,2086,15,4
A5006012315,,Beatrice Chee,['Beatrice Chee'],3,9,2,2
A5015005629,,Johnny Nguyen,"['J. NGUYEN', 'Johnny Nguyen', 'Johnny Nguyen,']",8,82,4,3
A5022194848,https://orcid.org/0000-0001-9870-912X,Jose Pizarro,"['J. Pizarro', 'Jose Pizarro', 'Pizarro, J.', 'Pizarro, Jose']",16,40,4,7
A5039868255,https://orcid.org/0000-0003-4380-620X,Susan M. Jack,"['Jack, S (15863639)', 'Jack, Susan M.', 'Ruta Valaitis', 'S Jack', 'S. M. Jack', 'Susan Jack', 'Susan M Jack', 'Susan M. Jack', 'Susan Michelle Jack', 'Susan\xa0M. Jack']",246,16768,43,29
A5098008944,,AL Bickell,['AL Bickell'],1,0,0,2
A5045890870,,Kirsti Fairweather,"['Fairweather, Kirsti', 'Kirsti Fairweather']",5,24,4,2
A5022398041,,Supratim Chakraborty,['Supratim Chakraborty'],2,3,1,2
A5102000843,https://orcid.org/0000-0003-4537-4180,Isabelle Côté,"['Côté, Isabelle', 'I Côté', 'Isabelle Cote', 'Isabelle Côté']",35,314,11,6
A5032945153,https://orcid.org/0000-0001-8866-6541,Kirsten Zickfeld,"['K Zickfeld', 'K. Zickfeld', 'Kirsten Zickfeld', 'Zickfeld, K.', 'Zickfeld, Kirsten']",193,8714,47,5
A5113986242,,Tianbu Wu,['Tianbu Wu'],1,2,1,2
A5027415441,,Brett Ashleigh,['Brett Ashleigh'],2,1,1,1
A5004831418,https://orcid.org/0000-0001-8587-154X,William Niver,"['Will Niver', 'William Niver']",2,1,1,1
A5033078840,https://orcid.org/0000-0002-2969-0987,Renjie Wang,"['R. J. Wang', 'R.-J. Wang', 'Ren-jie WANG', 'Ren-jie Wang', 'Renjie Wang', 'Wang Ren-jie', 'Wang, Ren-jie', 'Wang, Renjie', 'Yujiang Wang']",116,3038,32,59
A5110782483,,Jiahui Feng,['Jiahui Feng'],7,4,1,3
A5114800443,,Amelia C. Pellaers,['Amelia C. Pellaers'],1,0,0,1
A5045230758,,Yaroslav Senyshyn,"['Yaroslav SENYSHYN', 'Yaroslav Senyshyn']",28,85,5,1
A5060075933,https://orcid.org/0000-0002-1703-5168,Derek Congram,"['Congram, Derek', 'D. Congram', 'Derek Congram', 'Derek Congram (Canadá)', 'Derek R. Congram']",41,267,9,10
A5012667753,https://orcid.org/0000-0001-9632-0399,David S. Hall,"['D HALL', 'D Hall', 'D. Hall', 'D. S. Hall', 'D.S. Hall', 'DAVID S. HALL', 'David Hall', 'David S Hall', 'David S. Hall', 'David Scott Hall', 'Hall, D', 'Hall, David', 'Hall, David S', 'Hall, David S.', 'Hall, David Scott']",141,6602,34,29
A5092117482,,Ruth Ormiston,"['Ormiston, Ruth', 'Ruth Ormiston']",3,1,1,1
A5100327582,https://orcid.org/0000-0003-2000-858X,Xin Zhang,"['Cao, Jian-Jun', 'Chengwei Zhang', 'Guangshe Li', 'Hang Li', 'Hongtao Sun', 'Jiawen Gao', 'Jv Zhang', 'Lihong Duan', 'Mingyu Zhao', 'Peiliang Lei', 'Pu-Guang Ji', 'Qiao Wang', 'Quanquan Liu', 'Rui Liu', 'Sujuan Zhang', 'Ting Wang', 'Tong Li', 'X. ZHANG', 'X. Zhang', 'Xin ZHANG', 'Xin Zhang', 'Xin Zhang (35492)', 'Xin Zhang -', 'Xuemin Jing', 'Yan Chen', 'Yanyu Xiang', 'ZHANG Xin', 'Zehua Zhou', 'Zhang Xin', 'Zhang, Xin', 'Zhang, Xin; Takken, Todd E.; Tian, Shurong; Yao, Yuan', 'Zhen Guo']",1561,33841,83,424
A5004349556,https://orcid.org/0000-0002-0271-2816,Ahmad Sedigh Baroughi,"['A. S. Baroughi', 'Ahmad Sadigh Baroughi', 'Ahmad Sedigh Baroughi']",8,81,4,3
A5079688435,,Elnaz Moghimi,"['E. Moghimi', 'Elnaz Moghimi', 'Moghimi, Elnaz']",51,341,10,10
A5100398805,https://orcid.org/0000-0003-2940-9814,Kun Liu,"['K LIU', 'K Liu', 'K. LIU', 'Kun Liu', 'Kun, Liu', 'LIU Kun', 'Liu Kun', 'Liu, Kun', 'Sicong Zhao', 'Xiaoping Zeng']",425,10641,54,158
A5014706926,,M. Rajesh Kannan,"['Kannan M', 'Kannan, M. Rajesh', 'M Kannan', 'M. Kannan', 'M. Rajesh Kannan', 'Mithra Kannan']",95,389,8,10
A5076671726,https://orcid.org/0000-0002-8752-2105,Lawrence C. McCandless,"['L C McCandless', 'L McCandless', 'L. C. McCandless', 'L. McCandless', 'L. Mccandless', 'Lawrence C McCandless', 'Lawrence C Mccandless', 'Lawrence C. McCandless', 'Lawrence C. Mccandless', 'Lawrence McCandless', 'McCandless L', 'McCandless, Lawrence', 'McCandless, Lawrence Cruikshank']",124,3044,30,26
A5113072803,,Nikhil Kapoor,['Nikhil Kapoor'],2,5,1,1
A5091845393,,Baris Tuncer,"['Baris Tuncer', 'Tuncer, Baris']",9,49,4,1
A5110971818,,Steve Reynolds,"['S Reynolds', 'S. Reynolds', 'S.M. Reynolds', 'STEVE REYNOLDS', 'Steve Reynolds']",32,573,8,11
A5073307042,https://orcid.org/0000-0003-4601-6924,H. Henny Yeung,"['H Henny Yeung', 'H. Henny YEUNG', 'H. Henny Yeung', 'H.Henny Yeung', 'HENNY YEUNG', 'Henny Yeung', 'Yeung, H. Henny', 'Yeung, Henny']",59,1685,18,16
A5100727957,https://orcid.org/0000-0002-9395-7252,Jiacheng Wang,"['J. Wang', 'Jiacheng WANG', 'Jiacheng Wang', 'WANG Jiacheng', 'Wang Jiacheng', 'Wang, Jiacheng']",133,2560,25,38
A5083414674,https://orcid.org/0000-0003-1377-7444,Amir Safari,"['A. Safari', 'Amir Hosein Safari', 'Amir Safari', 'Safari, A.', 'Safari, Amir', 'Safari, Amir Hosein']",16,176,7,9
A5016059440,,Milad Ebadi,['Milad Ebadi'],8,53,3,2
A5071862427,,Vernie Aguda,['Vernie Aguda'],21,381,5,12
A5084039498,https://orcid.org/0000-0001-5369-0410,Cai Feng,"['C. Feng', 'CAI Feng', 'Cai Feng', 'Cai Mitsu Feng', 'Cai ‘Mitsu’ Feng', 'Feng CAI', 'Feng Cai']",101,528,11,29
A5089120555,https://orcid.org/0000-0003-4568-1228,Jinko Graham,"['Graham, J.', 'Graham, Jinko', 'J GRAHAM', 'J Graham', 'J. GRAHAM', 'J. Graham', 'J.P. Graham', 'JINKO GRAHAM', 'Jinko Graham', 'Jinko, Graham']",101,2053,22,12
A5000437824,https://orcid.org/0000-0002-3204-525X,Eric J. Thiessen,"['E J Thiessen', 'E Thiessen', 'E.J. Thiessen', 'Eric J. Thiessen', 'Eric Thiessen', 'Thiessen, Eric', 'Thiessen, Eric J']",14,136,7,3
A5005355207,https://orcid.org/0000-0001-5762-1869,Wolfgang Aigner,"['Aigner Wolfgang', 'Aigner, W.', 'Aigner, Wolfgang', 'W. Aigner', 'Wol Aigner', 'Wolfgang Aigner']",196,4375,33,16
A5041150754,https://orcid.org/0000-0002-6122-6383,Amin Farjah,"['A. Farjah', 'Amin Farjah']",11,97,4,4
A5084953118,https://orcid.org/0000-0002-4506-6973,Ping Tan,"['P. Tan', 'Ping Ping Tan', 'Ping TAN -', 'Ping Tan', 'Tan, Ping']",220,14375,59,18
A5100431183,https://orcid.org/0000-0002-0461-6940,Feng Wang,"['Feng WANG', 'Feng Wang', 'Feng wang', 'Wang Feng', 'Wang Feng -', 'Wang, Feng']",234,3241,34,101
A5059826285,https://orcid.org/0000-0002-0330-5438,Carol Mulder,"['C Mulder', 'Carol Mulder', 'Mulder, C']",24,172,7,13
A5001047127,,Cassandra Carroll,"['C Carroll', 'C. Carroll', 'Carroll, Cassandra', 'Cassandra Carroll', 'Cassandra S. Carroll']",17,457,9,3
A5056127540,,Yasaman Maaref,"['Maaref, Yasaman', 'Yasaman Maaref']",13,75,5,2
A5062410927,https://orcid.org/0000-0002-0863-8581,Willow B. English,"['English, Willow', 'W English', 'W. B. English', 'Willow B English', 'Willow B. English', 'Willow English']",32,489,10,3
A5053295150,,Aki Ayukawa Avis,['Aki Ayukawa Avis'],2,3,1,2
A5101738811,https://orcid.org/0000-0002-7310-8608,Zhenyu Cheryl Qian,"['Cheryl Qian', 'Cheryl Z Qian', 'Cheryl Z. Qian', 'Cheryl Zhenyu Qian', 'Zhenyu Cheryl Qian', 'Zhenyu Qian']",95,521,12,13
A5090666808,https://orcid.org/0000-0003-1612-8829,Megan E. Graham,"['Megan E Graham', 'Megan E. Graham']",19,129,8,3
A5055344478,https://orcid.org/0009-0003-3330-9725,Kristian Girotto,"['Girotto, Kristian', 'Kristian Girotto']",5,28,2,1
A5055183771,,Javaria F. Rahim,"['Javaria F Rahim', 'Javaria F. Rahim']",4,5,1,1
A5020350657,https://orcid.org/0009-0008-8637-3647,Ashleigh M. Westphal,['Ashleigh M. Westphal'],7,35,2,3
A5013773955,https://orcid.org/0000-0001-5837-1312,Jannis Androutsopoulos,"['Androutopoulos, Jannis K.', 'Androutsopoulos , Jannis', 'Androutsopoulos, Jannis', 'Androutsopoulos, Jannis K. 1967-', 'J ANDROUTSOPOULOS', 'JANNIS ANDROUTSOPOULOS', 'Jannis Androutsopoulos', 'Jannis K. Androutsopoulos']",166,5681,34,61
A5101102768,,Jianliang Wu,"['Jianliang Wu', 'Wu, Jianliang']",16,165,8,5
A5106957981,https://orcid.org/0009-0003-3961-1298,Nazafarin Esfandiari,['Nazafarin Esfandiari'],2,1,1,3
A5107043699,,Yiwei Liu,['Yiwei Liu'],1,0,0,1
A5112957369,,Alishba Bilal,['Alishba Bilal'],1,28,1,1
A5024233408,https://orcid.org/0000-0003-4783-6553,Carmen Celestini,['Carmen Celestini'],13,20,2,2
A5090514631,https://orcid.org/0000-0003-1960-2936,Hugo Ferrari Cardoso,"['Cardoso, Hugo Eckener Dantas de Pereira [UNESP]', 'Cardoso, Hugo F.', 'Cardoso, Hugo Ferrari', 'Cardoso, Hugo Ferrari (Ed.)', 'Cardoso, Hugo Ferrari [UNESP]', 'H.F. Cardoso', 'Hugo Cardoso', 'Hugo F. Cardoso', 'Hugo Ferrari CARDOSO', 'Hugo Ferrari Cardoso']",105,306,9,15
A5054862875,,Gabrielle Diner,['Gabrielle Diner'],1,3,1,1
A5068988327,https://orcid.org/0000-0003-2217-109X,Hailey-Thomas Jenkins,['Hailey-Thomas Jenkins'],8,51,4,1
A5037017144,https://orcid.org/0000-0001-9051-4205,Karel Proesmans,"['K. Proesmans', 'Karel Proesmans', 'Proesmans, K.', 'Proesmans, Karel']",42,699,11,8
A5024548199,https://orcid.org/0000-0003-3662-4870,Thomas C. Shermer,"['Shermer, T.', 'Shermer, Thomas', 'Shermer, Thomas C.', 'T. Shermer', 'T.C. Shermer', 'THOMAS C. SHERMER', 'THOMAS SHERMER', 'Thomas C. Shermer', 'Thomas C. Shermer*', 'Thomas Caton Shermer', 'Thomas Shermer']",78,1607,18,2
A5052496992,https://orcid.org/0000-0002-1510-3462,Nick Bansback,"['Bansback N', 'Bansback, Nick', 'N Bansback', 'N J Bansback', 'N. Bansback', 'N. J. Bansback', 'N.J. Bansback', 'NICK J. BANSBACK', 'Nick Bansback', 'Nick Bansback*', 'Nick J Bansback', 'Nick J. Bansback']",335,12762,50,72
A5047899202,https://orcid.org/0000-0002-0721-0348,Kristiina Kumpulainen,"['K Kumpulainen', 'K. Kumpulainen', 'Kristiina Kumpulainen', 'Kumpulainen, Kristiina']",294,4211,37,16
A5103130139,https://orcid.org/0009-0002-9353-429X,Adam Spencer,"['A Spencer', 'A. M. Spencer', 'A. Spencer', 'AM Spencer', 'Adam M. Spencer', 'Adam Spencer', 'Spencer, Adam']",43,1242,17,11
A5100614211,https://orcid.org/0000-0002-4808-2637,Ke Wang,"['Islam', 'K WANG', 'KE WANG', 'Ke WANG', 'Ke Wang', 'WANG Ke', 'Wang Ke', 'Wang, Ke', 'Xunpeng Shi', 'Zhixiang Zhou']",417,10383,55,123
A5110009414,,Tom Archibald,"['T Archibald', 'Tom Archibald', 'Tom N. Archibald']",27,49,4,5
A5069328618,,K. Liu,['K. Liu'],1,2,1,1
A5015084838,https://orcid.org/0000-0003-1383-0639,Alyssa Allchurch,"['Allchurch, Alyssa', 'Alyssa Allchurch']",8,59,5,2
A5100594939,,Qijian He,['Qijian He'],1,0,0,1
A5047372644,https://orcid.org/0000-0001-9812-1537,Ze-Nian Li,"['Li, Ze-Nian', 'ZE-NIAN LI', 'Ze-Nian Li', 'Ze-nian Li', 'Zenian Li']",159,2219,25,10
A5114907477,,Gavin Theys,['Gavin Theys'],1,0,0,1
A5078548506,,Suyue Li,"['Li, Suyue', 'Suyue LI', 'Suyue Li', 'Su‐Yue LI']",46,779,14,11
A5055958025,https://orcid.org/0000-0001-8882-5784,Genevieve Johnson,"['Fuji Johnson, Genevieve', 'G Johnson', 'G. Johnson', 'GENEVIEVE FUJI JOHNSON', 'Genevieve Fuji Johnson', 'Genevieve Johnson', 'Johnson, Genevieve Fuji']",110,1626,21,19
A5028735533,https://orcid.org/0000-0002-2953-8811,Anna Kim,"['An-Na Kim', 'Anna H. Kim', 'Anna Kim', 'Anna Kim M.D.', 'Kim, Anna']",211,2624,23,52
A5079743382,,Jessica Hallenbeck,"['Hallenbeck, Jessica Wynne', 'J. Hallenbeck', 'Jessica Hallenbeck']",16,1050,5,3
A5025372047,https://orcid.org/0000-0002-7804-4981,Razvan Cojocaru,"['R. Cojocaru', 'Razvan Cojocaru']",18,1074,11,2
A5040966718,https://orcid.org/0000-0002-9533-0082,Stephanie A. Wiley,"['STEPHANIE ANN WILEY', 'Stephanie A. Wiley', 'Stephanie Ann Wiley', 'Stephanie Wiley']",25,562,10,5
A5063746821,https://orcid.org/0000-0003-4119-0894,Alexandre H. Nott,"['A. H. Nott', 'Alexandre H. Nott', 'Alexandre Nott']",6,13,2,2
A5017123334,,Hanieh Shakeri Moghaddam,['Hanieh Shakeri Moghaddam'],5,49,3,2
A5083922083,,Suzanne Therrien,"['Suzanne Therrien', 'Therrien, Suzanne']",10,144,7,4
A5038828920,,Chloe K. Boynton,"['Boynton, Chloe K.', 'Chloe Boynton', 'Chloe K Boynton', 'Chloe K. Boynton']",7,51,3,2
A5095334926,,Tatiana Losev,['Tatiana Losev'],1,0,0,1
A5107304098,https://orcid.org/0000-0001-6968-6459,Tony D. Williams,"['T D Williams', 'T David Williams', 'T. D. WILLIAMS', 'T. D. Williams', 'T. DAVID WILLIAMS', 'T. David Williams', 'T.D. Williams', 'Tony D Williams', 'Tony D. Williams', 'Tony Williams', 'Tony\xa0D. Williams', 'Williams, Tony', 'Williams, Tony D.']",44,403,9,7
A5005264190,https://orcid.org/0000-0002-7825-0187,Samuel D. N. Johnson,"['Johnson, Samuel', 'Johnson, Samuel  D N', 'Johnson, Samuel D. N.', 'S. Johnson', 'Samuel D N Johnson', 'Samuel D. N. Johnson', 'Samuel D.N. Johnson', 'Samuel Johnson']",17,108,5,6
A5032744408,https://orcid.org/0000-0003-1718-4750,Josiah J. Newton,"['J. NEWTON', 'J. Newton', 'Josiah J. Newton', 'Josiah Newton']",14,235,7,6
A5012187461,https://orcid.org/0000-0003-3154-5743,Ivan V. Bajić,"['Bajic, Ivan', 'Bajic, Ivan V.', 'Bajić, Ivan', 'Bajić, Ivan V.', 'I. V. Bajic', 'I.V. Bajic', 'Ivan Bajic', 'Ivan Bajić', 'Ivan V Bajic', 'Ivan V Bajić', 'Ivan V. Bajic', 'Ivan V. Bajić', 'V. Ivan Bajić']",304,4486,30,11
A5038244437,https://orcid.org/0000-0001-8203-3380,Anne K. Salomon,"['A SALOMON', 'A. K. Salomon', 'A.K. Salomon', 'ANNE K. SALOMON', 'Anne K Salomon', 'Anne K. Salomon', 'Anne Katherine Salomon', 'Anne Salomon', 'K. Salomon, Anne', 'Salomon, Anne K.', 'Salomon, Anne Katherine']",119,5380,38,10
A5063051271,,Helen Kwan,"['H. Kwan', 'Helen Kwan', 'Kwan, Helen (Hip Ning)']",13,267,3,2
A5059893124,https://orcid.org/0000-0001-5075-540X,Omar Arafa,"['Omar Arafa', 'Omar M. Arafa']",12,678,6,8
A5031580327,https://orcid.org/0000-0003-1674-6897,Myles Scollon,['Myles Scollon'],3,30,2,2
A5079766012,https://orcid.org/0000-0003-3236-5234,Pengcheng Xi,"['P. Xi', 'PeiYan Xi', 'Peng-Cheng Xi', 'Peng-cheng Xi', 'Pengcheng XI', 'Pengcheng Xi', 'Pengju Xi', 'Shu, Chang', 'Xi, P.', 'Xi, Pengcheng']",117,1195,16,17
A5091894013,,Arlene Kent Spracklin,['Arlene Kent Spracklin'],1,0,0,1
A5019862119,https://orcid.org/0000-0003-2452-803X,Leya Lopez,"['Leya Lopez', 'Lopez, Leya']",6,27,2,1
A5035300774,https://orcid.org/0000-0002-8321-5618,Amber Moore,"['A. Moore', 'Amber B. Moore', 'Amber Moore', 'Moore, Amber']",63,153,7,9
A5055783023,https://orcid.org/0000-0002-9315-5057,Philip C. Holz,"['Holz, Philip', 'Holz, Philip C.', 'P Holz', 'P. C. Holz', 'P.\u2009C. Holz', 'Philip C. Holz']",21,275,8,4
A5090066300,https://orcid.org/0000-0001-7026-8422,Michael S. Koehle,"['Koehle, Michael', 'Koehle, Michael S', 'Koehle, Michael S.', 'Koehle, Michael Stephen', 'M S Koehle', 'M. Koehle', 'M.S Koehle', 'M.S. Koehle', 'MICHAEL S. KOEHLE', 'MICHAEL STEPHEN KOEHLE', 'Michael  S. Koehle', 'Michael Koehle', 'Michael S Koehle', 'Michael S. Koehle', 'Michael Stephen Koehle']",211,4593,35,21
A5082542013,,D. Ghuman,"['D. Ghuman', 'Dilraj Ghuman']",11,31,2,1
A5021157679,,Binay Bhattacharya,"['B. Bhattacharya', 'B. K. Bhattacharya', 'B.K Bhattacharya', 'B.K. Bhattacharya', 'BINAY BHATTACHARYA', 'BINAY K. BHATTACHARYA', 'Bhattacharya, Binay', 'Bhattacharya, Binay K.', 'Binay Bhattacharya', 'Binay K Bhattacharya', 'Binay K. Bhattacharya', 'Binay Kumar Bhattacharya']",146,1468,21,6
A5078816085,https://orcid.org/0000-0003-2716-2344,Daniel M. Bernstein,"['Bernstein\n  , \n\tDaniel M.', 'Bernstein, Daniel', 'Bernstein, Daniel M', 'Bernstein, Daniel M.', 'D BERNSTEIN', 'D. Bernstein', 'D.M. Bernstein', 'DANIEL M. BERNSTEIN', 'Daniel Bernstein', 'Daniel M Bernstein', 'Daniel M. Bernstein']",196,3914,37,17
A5088905895,https://orcid.org/0000-0002-2171-0744,Mohammad‐Reza Ghovanloo,"['Mohammad-Reza Ghovanloo', 'Mohammad‐Reza Ghovanloo']",54,813,15,8
A5033884262,https://orcid.org/0000-0002-5431-3446,Lauren Knight,"['Lauren Elizabeth Knight', 'Lauren Knight']",9,38,3,2
A5077280597,https://orcid.org/0000-0002-0404-8701,J. Taylor Perron,"['J Taylor Perron', 'J. Perron', 'J. T. Perron', 'J. Taylor Perron', 'J. TaylorPerron(Http://Orcid.Org/0000-0002-0404-8701), Myrow', 'J.T. Perron', 'JT Perron', 'Perron, J Taylor', 'Perron, J. Taylor']",215,8090,42,9
A5064894884,,Vera Yang,"['Vera Yang', 'Yang, Vera']",2,3,1,1
A5057727596,https://orcid.org/0000-0003-2264-4803,N. R. Lee-Hone,"['Lee-Hone, N. R.', 'Lee-Hone, Nicholas R.', 'N R Lee-Hone', 'N. R. Lee-Hone', 'N.R. Lee-Hone', 'Nicholas Lee Hone', 'Nicholas R. Lee-Hone']",34,749,13,7
A5071669840,,J. Wasowski,['J. Wasowski'],1,0,0,2
A5018091851,https://orcid.org/0000-0003-4906-178X,Nathaniel C. Johnson,"['Johnson, Nathaniel', 'N. C. Johnson', 'Nathaniel C Johnson', 'Nathaniel C. Johnson', 'Nathaniel Johnson', 'Nathaniel\xa0C. Johnson']",144,6862,32,17
A5113430723,,Weiji Zhang,['Weiji Zhang'],2,2,1,3
A5022933141,https://orcid.org/0000-0002-6613-6942,Anastasia Ufimtseva,"['A. Ufimtseva', 'Anastasia Ufimtseva']",19,206,6,4
A5008645510,,Steve Tornes,['Steve Tornes'],2,4,1,1
A5102137892,,Mehran Ahmadi,"['Mehran Ahmadi', 'Mehran Seyed Ahmadi']",37,361,10,8
A5004975866,https://orcid.org/0000-0002-4625-5426,Alysha van Duynhoven,['Alysha van Duynhoven'],12,155,6,1
A5029471416,https://orcid.org/0000-0003-3843-2928,Kanna Hayashi,"['Hayashi K', 'Hayashi, Kanna', 'Hayashi,Kanna', 'K Hayashi', 'K. Hayashi', 'KANNA HAYASHI', 'Kanna Hayashi', 'Kanna Hayashi (495403)']",348,6338,39,24
A5080178682,,Amir M. Niroumand,"['A. M. Niroumand', 'Amir  M. Niroumand', 'Amir M. Niroumand', 'Amir Niroumand']",18,171,7,3
A5080741864,https://orcid.org/0000-0003-4418-1563,Dylan S. Cunningham,"['Cunningham, Dylan', 'Dylan S. Cunningham']",7,34,2,2
A5016805848,https://orcid.org/0000-0002-6980-3974,Skyla Witt,['Skyla Witt'],1,0,0,1
A5011082676,https://orcid.org/0000-0003-0373-5806,Henry Fu,['Henry Fu'],2,13,1,1
A5019812835,https://orcid.org/0000-0002-1667-3803,Gustavo L. Aschidamini,"['Aschidamini, Gustavo L.', 'Gustavo L. Aschidamini', 'Gustavo Lima Aschidamini']",10,52,3,2
A5084284388,,David Wong-Aitken,['David Wong-Aitken'],3,15,1,1
A5028436579,https://orcid.org/0009-0005-3458-5937,Laksh Agarwal,"['Agarwal, Laksh', 'Laksh Agarwal']",5,5,1,4
